Generation,Individual,x1,x2,Fitness
0,0,-0.033530,-1.237126,10.944719
0,1,-2.126882,3.142428,21.155585
0,2,-0.982360,-1.379772,20.210021
0,3,-0.982360,0.181546,6.889669
0,4,-3.787142,-0.961705,23.242809
0,5,4.619060,1.983381,42.653979
0,6,3.143104,-1.578627,34.952684
0,7,0.366380,1.794756,27.258095
0,8,3.003583,1.039284,10.407234
0,9,1.014310,-3.028913,10.408102
0,10,1.102638,4.038901,19.834112
0,11,0.709736,-0.186394,19.150489
0,12,-1.162278,1.345339,23.562388
0,13,0.977207,-3.460670,32.729767
0,14,-1.212728,0.117025,11.747548
0,15,-0.077131,2.689303,22.111734
0,16,1.102638,-0.610969,21.263644
0,17,0.111519,0.021160,2.457193
0,18,-0.982360,0.701302,14.530501
0,19,-1.638914,3.094006,30.379833
0,20,-0.077131,2.689303,22.111734
0,21,3.794550,2.463676,47.446233
0,22,-0.077131,2.689303,22.111734
0,23,3.003583,1.039284,10.407234
0,24,4.346713,1.051314,36.223950
0,25,-2.996705,-2.165188,18.590192
0,26,-3.060263,0.021160,10.162243
0,27,3.944756,-1.578627,37.453849
0,28,-3.787142,1.051314,23.650382
0,29,-1.212728,0.117025,11.747548
0,30,2.979634,2.617423,33.210461
0,31,0.111519,0.021160,2.457193
0,32,-0.077131,2.689303,22.111734
0,33,0.366380,-3.784181,39.000960
0,34,3.964631,-3.460670,47.636668
0,35,-2.996705,-2.165188,18.590192
0,36,-2.996705,-2.165188,18.590192
0,37,-0.033530,-1.237126,10.944719
0,38,3.003583,-4.561985,49.086882
0,39,4.462193,3.094006,50.897465
0,40,-3.256276,0.181546,26.860874
0,41,3.944756,-1.578627,37.453849
0,42,4.346713,0.181546,40.466701
0,43,2.979634,2.617423,33.210461
0,44,-1.638914,3.094006,30.379833
0,45,3.333801,2.689303,47.093943
0,46,0.977207,-1.578627,22.353668
0,47,-2.324494,3.312807,44.734191
0,48,2.768049,4.338372,50.623570
0,49,0.366380,3.094006,28.079238
1,0,-1.212728,0.117025,11.747548
1,1,1.102638,3.094006,14.491280
1,2,-3.060263,0.021160,10.162243
1,3,-0.077131,2.689303,22.111734
1,4,-2.996705,-2.165188,18.590192
1,5,1.102638,-0.610969,21.263644
