Generation,Individual,x1,x2,Fitness
0,0,5.050680,-4.081963,43.971539
0,1,-4.936655,-1.841985,33.081952
0,2,2.008236,-0.362071,20.651468
0,3,-1.933810,-0.182744,10.524261
0,4,-0.603781,-4.288364,49.090091
0,5,-4.147422,-4.793126,51.490364
0,6,-0.666173,4.717284,49.764576
0,7,-3.960780,-4.081963,33.949319
0,8,-2.182420,-1.208871,19.549056
0,9,2.008236,-0.362071,20.651468
0,10,-2.182420,1.316518,26.435286
0,11,-1.802651,1.331014,26.646273
0,12,-4.147422,1.736262,35.069700
0,13,1.875976,1.918597,11.365742
0,14,2.972552,-2.843115,21.545235
0,15,0.875754,-1.295659,18.170850
0,16,-1.076848,-2.691626,23.133750
0,17,-3.563869,0.325364,46.572824
0,18,0.177365,-2.843115,18.185275
0,19,2.972552,2.791698,24.187919
0,20,-0.773517,-4.081963,27.085520
0,21,-2.182420,-0.198288,17.490263
0,22,2.883718,3.452725,42.351620
0,23,-1.644418,-2.018663,23.005723
0,24,-1.084880,4.984280,27.457500
0,25,2.694261,-2.700818,41.025772
0,26,-1.704910,1.240761,26.661366
0,27,-1.959769,-4.130464,24.395013
0,28,3.504926,-4.008579,48.362941
0,29,-2.453993,1.674422,42.983086
0,30,-3.960780,0.736659,27.369775
0,31,-4.147422,-1.381269,40.444935
0,32,2.972552,-1.841985,16.914143
0,33,2.517075,1.918597,31.238926
0,34,-1.467857,3.240020,41.822418
0,35,2.218239,-2.691626,33.769111
0,36,0.992878,-2.691626,21.826708
0,37,3.268739,3.982128,37.779680
0,38,1.970045,-1.208871,12.963524
0,39,0.177365,-2.843115,18.185275
0,40,1.877249,-0.734354,17.874520
0,41,1.877249,-3.146755,20.214286
0,42,4.874697,4.984280,51.596861
0,43,-2.378308,-4.156007,44.576886
0,44,-1.959769,-4.130464,24.395013
0,45,0.992878,-4.081963,18.955264
0,46,3.839514,3.982128,35.329733
0,47,-0.773517,2.517882,35.402750
0,48,1.877249,-0.734354,17.874520
0,49,0.875754,-1.134025,8.289487
1,0,2.517075,-3.146755,40.138688
1,1,2.972552,2.791698,24.187919
1,2,1.970045,-1.208871,12.963524
1,3,1.875976,-1.208871,15.310832
1,4,0.875754,-1.134025,8.289487
1,5,-0.773517,-1.208871,18.031919
1,6,0.177365,-2.843115,18.185275
1,7,-1.644418,-2.018663,23.005723
1,8,-3.714598,-4.130464,46.240840
1,9,2.972552,-1.841985,16.914143
1,10,-4.147422,1.736262,35.069700
1,11,-4.984280,-4.130464,45.128314
1,12,-1.704910,-0.362071,32.307130
1,13,2.883718,-2.014433,14.967257
1,14,-1.076848,-2.691626,23.133750
1,15,-1.084880,4.984280,27.457500
1,16,2.972552,-1.841985,16.914143
1,17,-1.933810,-0.182744,10.524261
1,18,1.877249,-0.734354,17.874520
1,19,-1.933810,-1.381269,23.843972
1,20,-0.773517,2.791698,24.329579
1,21,2.008236,-0.362071,20.651468
1,22,-1.802651,0.736659,21.381307
1,23,3.268739,3.982128,37.779680
1,24,-1.933810,-4.081963,22.551462
1,25,-2.182420,-1.208871,19.549056
1,26,1.875976,1.918597,11.365742
1,27,2.695874,-2.018663,24.747076
1,28,2.218239,-2.691626,33.769111
1,29,1.877249,-0.734354,17.874520
1,30,-1.467857,-1.134025,26.578409
1,31,-2.182420,-0.734354,22.163962
1,32,3.268739,-2.018663,26.003033
1,33,1.877249,3.928246,22.784095
1,34,-4.936655,-1.841985,33.081952
1,35,0.992878,-4.081963,18.955264
1,36,-1.704910,1.240761,26.661366
1,37,-1.704910,2.517882,41.978736
1,38,2.218239,-2.691626,33.769111
1,39,-1.959769,-4.130464,24.395013
1,40,-4.147422,-1.134025,25.820025
1,41,-1.802651,-0.362071,26.606476
1,42,-1.933810,-2.700818,24.927708
1,43,-2.182420,1.316518,26.435286
1,44,0.177365,-2.843115,18.185275
1,45,-3.960780,0.736659,27.369775
1,46,-2.378308,-4.156007,44.576886
