Generation,Individual,x1,x2,Fitness
0,0,0.966525,-0.067859,2.054413
0,1,2.536542,-3.183913,42.274869
0,2,-4.864949,2.161122,36.428876
0,3,-0.858233,1.955515,8.660371
0,4,2.235789,1.955515,18.319141
0,5,0.474241,0.684374,34.570153
0,6,1.677216,-1.767873,29.233235
0,7,-2.531935,-0.269789,37.523053
0,8,-4.725043,0.055955,34.502534
0,9,2.647409,-1.242788,34.109092
0,10,3.668192,-3.998511,44.360927
0,11,-0.036429,-1.231654,10.628982
0,12,1.231413,1.955515,14.563266
0,13,-3.901390,0.155082,21.487125
0,14,2.466799,0.255430,36.274660
0,15,3.763875,0.813877,30.051829
0,16,-4.399006,-2.973417,46.384936
0,17,-0.858233,0.894538,7.364710
0,18,0.712856,-2.269720,29.208395
0,19,0.474241,0.684374,34.570153
0,20,2.799803,-3.910128,31.602032
0,21,1.940294,-0.067859,5.360057
0,22,-3.901390,-1.767873,29.084396
0,23,0.712856,3.218536,31.215765
0,24,-3.763885,-0.083909,24.660417
0,25,1.231413,3.206207,27.913910
0,26,-0.036429,2.509066,26.541334
0,27,1.940294,-2.420105,29.083350
0,28,0.938968,-0.047302,2.048614
0,29,1.231413,3.206207,27.913910
0,30,3.173902,0.183529,21.449910
0,31,-3.901390,0.155082,21.487125
0,32,-0.858233,0.183529,10.425787
0,33,3.173902,-3.115902,27.717698
0,34,3.078059,-3.894350,27.942794
0,35,2.536542,-1.352237,43.991129
0,36,-1.744782,1.956124,17.576107
0,37,0.725090,3.206207,29.647256
0,38,-0.036429,5.032726,25.801132
0,39,0.569139,1.955515,23.607218
0,40,1.677216,-0.047302,17.669135
0,41,3.002990,0.894538,11.936175
0,42,2.466799,0.255430,36.274660
0,43,2.466799,0.183529,31.845837
0,44,-1.055874,0.894538,4.641272
0,45,1.615632,0.255430,30.491411
0,46,-3.763885,3.658766,52.105622
0,47,1.091878,0.856427,7.346547
0,48,1.677216,2.242642,31.795780
0,49,1.510298,-3.115902,34.505398
1,0,1.940294,-0.067859,5.360057
1,1,-0.858233,0.183529,10.425787
1,2,3.078059,-3.894350,27.942794
1,3,1.231413,3.206207,27.913910
1,4,-3.901390,0.684374,31.555575
1,5,3.002990,0.894538,11.936175
1,6,-0.036429,2.509066,26.541334
1,7,-3.901390,0.155082,21.487125
1,8,-0.858233,0.183529,10.425787
1,9,1.677216,-0.083909,18.593404
1,10,2.536542,-3.183913,42.274869
1,11,1.940294,-0.067859,5.360057
1,12,0.938968,0.183529,7.585497
1,13,1.677216,-1.767873,29.233235
1,14,-4.725043,0.055955,34.502534
1,15,2.466799,0.255430,36.274660
1,16,-3.901390,-4.812164,46.429234
1,17,1.510298,-3.115902,34.505398
1,18,1.091878,0.856427,7.346547
1,19,-1.055874,0.894538,4.641272
1,20,-0.036429,3.206207,17.824906
1,21,3.173902,-3.115902,27.717698
1,22,-0.858233,0.894538,7.364710
1,23,1.940294,-0.067859,5.360057
1,24,-0.036429,-1.341410,17.494389
1,25,2.466799,1.955515,30.080421
