Generation,Individual,x1,x2,Fitness
0,0,1.038308,4.201340,26.007631
0,1,-1.121583,-3.951815,20.108364
0,2,-1.053069,3.417728,32.034019
0,3,0.373631,-3.201364,34.389766
0,4,3.114128,-0.564453,31.670322
0,5,-1.263015,-2.795664,27.397843
0,6,2.848889,-3.797579,33.771364
0,7,0.541745,3.799437,41.330707
0,8,-2.719981,1.992439,23.254403
0,9,0.570468,1.973131,23.396549
0,10,0.217722,2.055948,12.871665
0,11,0.271510,-3.491655,43.599022
0,12,2.559651,2.159440,35.132868
0,13,-0.336629,0.188938,21.584053
0,14,0.118048,-0.302389,15.964869
0,15,-4.908959,3.085712,36.626888
0,16,-0.288786,4.776122,43.673761
0,17,0.373631,-3.797579,38.626018
0,18,1.714552,3.367037,43.194077
0,19,0.570468,-1.883341,25.476358
0,20,3.070797,4.227910,36.894696
0,21,2.074085,0.867263,9.398843
0,22,3.114128,-0.564453,31.670322
0,23,4.509859,-0.302389,53.643688
0,24,-0.288786,4.776122,43.673761
0,25,1.211516,-0.818656,15.562212
0,26,-0.349104,-1.341030,33.165224
0,27,0.570468,-0.413359,38.086494
0,28,3.618254,-0.461416,50.376592
0,29,0.217722,-3.201364,25.273409
0,30,-5.069949,2.055948,31.493205
0,31,2.848889,-3.797579,33.771364
0,32,3.634238,-2.795664,44.842414
0,33,1.566619,1.937244,26.111267
0,34,-5.069949,3.799437,48.033988
0,35,1.813061,3.529257,41.714968
0,36,-0.349104,-1.341030,33.165224
0,37,2.887567,-3.201364,27.971439
0,38,-0.899508,-3.429156,33.521833
0,39,0.290778,-0.972205,13.716065
0,40,1.211516,-1.961189,13.215372
0,41,-1.121583,2.159440,13.311939
0,42,1.038308,1.937244,5.886655
0,43,3.230028,3.742026,43.685075
0,44,3.634238,4.227910,56.348371
0,45,-0.349104,-1.341030,33.165224
0,46,0.217722,-0.564453,27.542957
0,47,0.217722,1.315404,23.758276
0,48,-1.263015,2.055948,17.250512
0,49,-1.121583,1.498479,26.281688
1,0,1.211516,-1.961189,13.215372
1,1,0.570468,1.973131,23.396549
1,2,0.373631,-3.201364,34.389766
1,3,-0.349104,-1.341030,33.165224
1,4,0.217722,2.055948,12.871665
1,5,1.566619,1.937244,26.111267
1,6,0.290778,-0.972205,13.716065
1,7,-0.288786,1.937244,17.016623
1,8,-4.238756,-0.302389,40.585171
1,9,-1.263015,-2.795664,27.397843
1,10,0.217722,-0.564453,27.542957
1,11,0.217722,1.315404,23.758276
1,12,-0.349104,-1.341030,33.165224
1,13,-1.263015,2.055948,17.250512
1,14,-1.121583,2.159440,13.311939
1,15,0.290778,-0.564453,32.128514
1,16,1.211516,-0.818656,15.562212
1,17,2.887567,2.159440,20.006480
1,18,-1.490830,0.867263,26.239011
1,19,3.114128,-0.564453,31.670322
1,20,-1.263015,2.159440,21.687297
1,21,-1.121583,3.799437,25.415936
1,22,0.290778,1.937244,17.139065
1,23,0.570468,-1.883341,25.476358
1,24,-1.121583,1.992439,8.017800
1,25,-0.336629,0.188938,21.584053
1,26,-1.263015,1.937244,16.932355
1,27,-2.224843,-0.564453,32.885565
1,28,0.118048,-0.302389,15.964869
1,29,-0.349104,-1.341030,33.165224
1,30,-1.121583,1.937244,8.556997
1,31,-2.719981,1.992439,23.254403
1,32,-2.719981,4.227910,45.765046
1,33,-2.867768,-1.341030,28.692697
1,34,1.211516,-0.818656,15.562212
1,35,1.038308,3.529257,33.653533
1,36,2.848889,-3.797579,33.771364
1,37,0.217722,-0.564453,27.542957
1,38,0.118048,-0.302389,15.964869
1,39,-0.899508,-0.201044,9.749841
1,40,3.065444,0.188938,16.523012
1,41,1.211516,-0.818656,15.562212
1,42,4.890391,4.201340,50.836438
1,43,4.393986,3.085712,48.106505
1,44,0.217722,4.201340,32.674484
1,45,2.559651,-1.341030,43.068791
1,46,1.566619,1.937244,26.111267
1,47,0.217722,2.055948,12.871665
1,48,0.217722,1.315404,23.758276
1,49,0.290778,1.937244,17.139065
2,0,1.211516,1.315404,24.798308
2,1,1.211516,-0.818656,15.562212
2,2,0.118048,-0.818656,9.129791
2,3,-1.263015,2.159440,21.687297
