25 62,18 40,22 60,13 40,68 58,83 46,45 21,41 26,58 69,62 32,54 62,91 38,44 35,4 50,2 99,41 94,18 54,37 84,74 78,54 67,64 60,71 44,58 35,87 76,82 7,25 38,7 64,24 42,71 71,83 69,
83 69,71 71,64 60,68 58,83 46,91 38,82 7,62 32,58 35,71 44,45 21,44 35,25 38,25 62,22 60,7 64,18 54,4 50,13 40,18 40,41 26,24 42,2 99,37 84,54 67,54 62,58 69,41 94,74 78,87 76,
2 99,41 94,37 84,22 60,7 64,25 62,18 54,4 50,13 40,18 40,24 42,25 38,41 26,45 21,62 32,71 44,91 38,83 46,83 69,71 71,68 58,64 60,54 62,54 67,58 69,74 78,87 76,82 7,58 35,44 35,
2 99,41 94,37 84,22 60,7 64,25 62,18 54,4 50,13 40,18 40,24 42,25 38,41 26,45 21,62 32,71 44,91 38,83 46,83 69,71 71,68 58,64 60,54 62,54 67,58 69,74 78,87 76,82 7,58 35,44 35,
2 99,41 94,37 84,22 60,7 64,25 62,18 54,4 50,13 40,18 40,24 42,25 38,41 26,45 21,62 32,71 44,91 38,83 46,83 69,71 71,68 58,64 60,54 62,54 67,58 69,74 78,87 76,82 7,58 35,44 35,
25 38,13 40,18 40,18 54,24 42,25 62,41 94,37 84,22 60,4 50,7 64,2 99,54 67,54 62,58 69,71 71,74 78,87 76,83 69,91 38,83 46,82 7,62 32,58 35,71 44,68 58,64 60,44 35,45 21,41 26,
83 46,91 38,82 7,45 21,41 26,54 62,54 67,37 84,41 94,2 99,18 54,24 42,22 60,25 62,7 64,4 50,13 40,25 38,18 40,44 35,62 32,71 44,58 35,64 60,58 69,71 71,74 78,87 76,83 69,68 58,
37 84,41 94,2 99,7 64,18 54,18 40,24 42,4 50,13 40,25 38,44 35,41 26,45 21,58 35,62 32,58 69,71 71,74 78,87 76,83 69,82 7,71 44,91 38,83 46,68 58,64 60,54 62,54 67,25 62,22 60,
37 84,41 94,2 99,7 64,18 54,18 40,24 42,4 50,13 40,25 38,44 35,41 26,45 21,58 35,62 32,58 69,71 71,74 78,87 76,83 69,82 7,71 44,91 38,83 46,68 58,64 60,54 62,54 67,25 62,22 60,
37 84,41 94,2 99,7 64,18 54,18 40,24 42,4 50,13 40,25 38,44 35,41 26,45 21,58 35,62 32,58 69,71 71,74 78,87 76,83 69,82 7,71 44,91 38,83 46,68 58,64 60,54 62,54 67,25 62,22 60,
37 84,41 94,2 99,7 64,18 54,18 40,24 42,4 50,13 40,25 38,44 35,41 26,45 21,58 35,62 32,58 69,71 71,74 78,87 76,83 69,82 7,71 44,91 38,83 46,68 58,64 60,54 62,54 67,25 62,22 60,
