44 35,37 84,71 44,71 71,25 62,2 99,41 94,68 58,58 69,54 62,25 38,24 42,18 54,22 60,13 40,41 26,54 67,64 60,62 32,83 69,74 78,87 76,7 64,18 40,4 50,45 21,91 38,82 7,83 46,58 35,
87 76,83 69,64 60,54 62,54 67,37 84,25 62,7 64,4 50,13 40,18 40,25 38,24 42,41 26,45 21,82 7,91 38,83 46,71 44,68 58,71 71,41 94,2 99,22 60,18 54,62 32,58 35,44 35,58 69,74 78,
87 76,83 69,64 60,54 62,54 67,37 84,25 62,7 64,4 50,13 40,18 40,25 38,24 42,41 26,45 21,82 7,91 38,83 46,71 44,68 58,71 71,41 94,2 99,22 60,18 54,62 32,58 35,44 35,58 69,74 78,
87 76,83 69,64 60,54 62,54 67,37 84,25 62,7 64,4 50,13 40,18 40,25 38,24 42,41 26,45 21,82 7,91 38,83 46,71 44,68 58,71 71,41 94,2 99,22 60,18 54,62 32,58 35,44 35,58 69,74 78,
24 42,18 40,25 38,18 54,22 60,25 62,58 35,83 46,91 38,82 7,62 32,64 60,58 69,54 67,54 62,44 35,45 21,41 26,71 44,68 58,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,13 40,
24 42,18 40,25 38,18 54,22 60,25 62,58 35,83 46,91 38,82 7,62 32,64 60,58 69,54 67,54 62,44 35,45 21,41 26,71 44,68 58,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,13 40,
24 42,18 40,25 38,18 54,22 60,25 62,58 35,83 46,91 38,82 7,62 32,64 60,58 69,54 67,54 62,44 35,45 21,41 26,71 44,68 58,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,13 40,
54 67,54 62,44 35,62 32,58 35,87 76,71 71,74 78,64 60,83 69,68 58,71 44,83 46,91 38,82 7,45 21,41 26,13 40,18 40,25 38,24 42,18 54,22 60,25 62,4 50,7 64,2 99,37 84,41 94,58 69,
54 67,54 62,44 35,62 32,58 35,87 76,71 71,74 78,64 60,83 69,68 58,71 44,83 46,91 38,82 7,45 21,41 26,13 40,18 40,25 38,24 42,18 54,22 60,25 62,4 50,7 64,2 99,37 84,41 94,58 69,
54 67,54 62,44 35,62 32,58 35,87 76,71 71,74 78,64 60,83 69,68 58,71 44,83 46,91 38,82 7,45 21,41 26,13 40,18 40,25 38,24 42,18 54,22 60,25 62,4 50,7 64,2 99,37 84,41 94,58 69,
54 67,54 62,44 35,62 32,58 35,87 76,71 71,74 78,64 60,83 69,68 58,71 44,83 46,91 38,82 7,45 21,41 26,13 40,18 40,25 38,24 42,18 54,22 60,25 62,4 50,7 64,2 99,37 84,41 94,58 69,
54 67,54 62,44 35,62 32,58 35,87 76,71 71,74 78,64 60,83 69,68 58,71 44,83 46,91 38,82 7,45 21,41 26,13 40,18 40,25 38,24 42,18 54,22 60,25 62,4 50,7 64,2 99,37 84,41 94,58 69,
54 67,54 62,44 35,62 32,58 35,87 76,71 71,74 78,64 60,83 69,68 58,71 44,83 46,91 38,82 7,45 21,41 26,13 40,18 40,25 38,24 42,18 54,22 60,25 62,4 50,7 64,2 99,37 84,41 94,58 69,
54 67,54 62,44 35,62 32,58 35,87 76,71 71,74 78,64 60,83 69,68 58,71 44,83 46,91 38,82 7,45 21,41 26,13 40,18 40,25 38,24 42,18 54,22 60,25 62,4 50,7 64,2 99,37 84,41 94,58 69,
54 67,54 62,44 35,62 32,58 35,87 76,71 71,74 78,64 60,83 69,68 58,71 44,83 46,91 38,82 7,45 21,41 26,13 40,18 40,25 38,24 42,18 54,22 60,25 62,4 50,7 64,2 99,37 84,41 94,58 69,
