44 35,62 32,82 7,71 71,41 26,71 44,25 38,22 60,18 54,2 99,41 94,37 84,83 46,91 38,68 58,7 64,13 40,64 60,4 50,25 62,45 21,18 40,58 69,54 62,58 35,74 78,87 76,54 67,83 69,24 42,
24 42,25 62,22 60,7 64,2 99,37 84,41 94,71 71,83 46,91 38,71 44,25 38,18 40,18 54,4 50,13 40,54 62,54 67,58 69,68 58,74 78,87 76,83 69,64 60,58 35,62 32,82 7,45 21,41 26,44 35,
62 32,82 7,91 38,83 46,71 71,74 78,58 69,64 60,71 44,58 35,44 35,24 42,25 62,18 40,13 40,4 50,22 60,54 62,68 58,83 69,87 76,54 67,37 84,41 94,2 99,7 64,18 54,25 38,41 26,45 21,
68 58,83 69,87 76,74 78,71 71,64 60,44 35,58 35,54 62,71 44,91 38,83 46,82 7,62 32,45 21,41 26,24 42,25 38,25 62,22 60,7 64,18 40,13 40,18 54,4 50,2 99,41 94,37 84,54 67,58 69,
68 58,83 69,87 76,74 78,71 71,64 60,44 35,58 35,54 62,71 44,91 38,83 46,82 7,62 32,45 21,41 26,24 42,25 38,25 62,22 60,7 64,18 40,13 40,18 54,4 50,2 99,41 94,37 84,54 67,58 69,
68 58,83 69,87 76,74 78,71 71,64 60,44 35,58 35,54 62,71 44,91 38,83 46,82 7,62 32,45 21,41 26,24 42,25 38,25 62,22 60,7 64,18 40,13 40,18 54,4 50,2 99,41 94,37 84,54 67,58 69,
68 58,83 69,87 76,74 78,71 71,64 60,44 35,58 35,54 62,71 44,91 38,83 46,82 7,62 32,45 21,41 26,24 42,25 38,25 62,22 60,7 64,18 40,13 40,18 54,4 50,2 99,41 94,37 84,54 67,58 69,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
71 44,74 78,87 76,71 71,83 69,83 46,91 38,82 7,62 32,44 35,58 35,45 21,41 26,22 60,18 54,18 40,25 38,24 42,13 40,4 50,7 64,2 99,41 94,37 84,25 62,54 62,54 67,58 69,64 60,68 58,
