74 78,62 32,91 38,41 94,68 58,54 67,71 71,83 46,87 76,83 69,25 62,82 7,45 21,41 26,24 42,71 44,2 99,7 64,22 60,25 38,18 40,13 40,58 35,44 35,18 54,37 84,64 60,58 69,4 50,54 62,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
54 67,25 62,22 60,24 42,25 38,18 40,13 40,4 50,7 64,18 54,2 99,41 94,37 84,54 62,58 69,68 58,71 44,91 38,82 7,45 21,41 26,44 35,58 35,62 32,64 60,83 46,83 69,87 76,74 78,71 71,
