0,1033.59
1,564.115
2,564.115
3,561.374
4,561.374
5,561.374
6,561.374
7,555.142
8,555.142
9,539.342
10,539.342
11,539.342
12,539.342
13,539.342
14,539.342
15,539.342
16,539.342
17,539.342
18,539.342
19,539.342
20,539.342
21,539.342
22,539.342
23,539.342
24,539.342
25,539.342
26,539.342
27,539.342
28,539.342
29,539.342
30,539.342
31,539.342
32,539.342
33,539.342
34,535.434
35,535.434
36,520.877
37,520.877
38,520.877
39,520.877
40,520.877
41,520.877
42,520.877
43,520.877
44,520.877
45,520.877
46,520.877
47,520.877
48,520.877
49,520.877
50,520.877
51,520.877
52,520.877
53,520.877
54,520.877
55,520.877
56,520.877
57,520.877
58,520.877
59,520.877
60,520.877
61,520.877
62,520.877
63,520.877
64,520.877
65,520.877
66,520.877
67,520.877
68,520.877
69,520.877
70,520.877
71,520.877
72,520.877
73,520.877
74,520.877
75,520.877
76,520.877
77,520.877
78,520.877
79,520.877
80,520.877
81,520.877
82,520.877
83,520.877
84,520.877
85,520.877
86,520.877
87,520.877
88,520.877
89,520.877
90,520.877
91,520.877
92,520.877
93,520.877
94,520.877
95,520.877
96,520.877
97,520.877
98,520.877
99,520.877
100,520.877
101,520.877
102,520.877
103,520.877
104,520.877
105,520.877
106,520.877
107,520.877
108,520.877
109,520.877
110,520.877
111,520.877
112,520.877
113,520.877
114,520.877
115,520.877
116,520.877
117,520.877
118,520.877
119,520.877
120,520.877
121,520.877
122,520.877
123,520.877
124,520.877
125,520.877
126,520.877
127,520.877
128,520.877
129,520.877
130,520.877
131,520.877
132,520.877
133,520.877
134,520.877
135,520.877
136,520.877
137,520.877
138,520.877
139,520.877
140,520.877
141,520.877
142,520.877
143,520.877
144,520.877
145,520.877
146,520.877
147,520.877
148,520.877
149,520.877
150,520.877
151,520.877
152,520.877
153,520.877
154,520.877
155,520.877
156,520.877
157,520.877
158,520.877
159,520.877
160,520.877
161,520.877
162,520.877
163,519.769
164,519.769
165,519.769
166,519.769
167,519.769
168,519.769
169,519.769
170,519.769
171,519.769
172,519.769
173,519.769
174,519.769
175,519.769
176,519.769
177,519.769
178,519.769
179,519.769
180,519.769
181,519.769
182,519.769
183,519.769
184,519.769
185,518.046
186,518.046
187,518.046
188,518.046
189,518.046
190,518.046
191,518.046
192,518.046
193,518.046
194,518.046
195,518.046
196,518.046
197,518.046
198,518.046
199,518.046
200,518.046
201,518.046
202,518.046
203,518.046
204,518.046
205,518.046
206,518.046
207,518.046
208,518.046
209,518.046
210,518.046
211,518.046
212,518.046
213,518.046
214,518.046
215,518.046
216,518.046
217,518.046
218,518.046
219,518.046
220,518.046
