24 42,25 38,2 99,13 40,7 64,4 50,58 69,41 94,91 38,62 32,54 62,68 58,44 35,64 60,74 78,71 44,58 35,71 71,82 7,41 26,45 21,18 40,87 76,83 46,83 69,25 62,54 67,37 84,18 54,22 60,
71 44,83 46,91 38,82 7,45 21,41 26,25 38,24 42,18 40,13 40,4 50,18 54,64 60,68 58,58 35,62 32,44 35,54 62,54 67,37 84,25 62,22 60,7 64,2 99,41 94,74 78,87 76,83 69,58 69,71 71,
71 44,83 46,91 38,82 7,45 21,41 26,25 38,24 42,18 40,13 40,4 50,18 54,64 60,68 58,58 35,62 32,44 35,54 62,54 67,37 84,25 62,22 60,7 64,2 99,41 94,74 78,87 76,83 69,58 69,71 71,
18 40,25 38,24 42,22 60,25 62,44 35,58 35,68 58,71 71,87 76,83 69,62 32,41 26,45 21,82 7,71 44,91 38,83 46,64 60,54 67,54 62,58 69,74 78,41 94,37 84,2 99,7 64,4 50,18 54,13 40,
18 40,25 38,24 42,22 60,25 62,44 35,58 35,68 58,71 71,87 76,83 69,62 32,41 26,45 21,82 7,71 44,91 38,83 46,64 60,54 67,54 62,58 69,74 78,41 94,37 84,2 99,7 64,4 50,18 54,13 40,
18 40,25 38,24 42,22 60,25 62,44 35,58 35,68 58,71 71,87 76,83 69,62 32,41 26,45 21,82 7,71 44,91 38,83 46,64 60,54 67,54 62,58 69,74 78,41 94,37 84,2 99,7 64,4 50,18 54,13 40,
18 40,25 38,24 42,22 60,25 62,44 35,58 35,68 58,71 71,87 76,83 69,62 32,41 26,45 21,82 7,71 44,91 38,83 46,64 60,54 67,54 62,58 69,74 78,41 94,37 84,2 99,7 64,4 50,18 54,13 40,
25 62,22 60,13 40,18 40,18 54,4 50,7 64,37 84,41 94,2 99,54 67,58 69,54 62,64 60,68 58,87 76,71 71,74 78,83 69,83 46,91 38,82 7,62 32,58 35,71 44,24 42,25 38,41 26,45 21,44 35,
25 62,22 60,13 40,18 40,18 54,4 50,7 64,37 84,41 94,2 99,54 67,58 69,54 62,64 60,68 58,87 76,71 71,74 78,83 69,83 46,91 38,82 7,62 32,58 35,71 44,24 42,25 38,41 26,45 21,44 35,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
58 69,64 60,83 69,87 76,74 78,71 71,37 84,41 94,2 99,7 64,18 54,4 50,13 40,18 40,25 38,24 42,44 35,71 44,62 32,82 7,91 38,83 46,68 58,58 35,41 26,45 21,22 60,25 62,54 62,54 67,
