37 84,4 50,18 54,18 40,7 64,64 60,68 58,91 38,87 76,83 69,83 46,25 62,74 78,82 7,62 32,41 26,22 60,54 67,71 71,58 35,54 62,71 44,24 42,25 38,44 35,45 21,13 40,2 99,58 69,41 94,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
13 40,24 42,18 54,41 26,45 21,44 35,25 38,22 60,25 62,54 67,58 69,68 58,64 60,54 62,62 32,58 35,82 7,91 38,83 46,71 44,74 78,87 76,83 69,71 71,37 84,41 94,2 99,7 64,4 50,18 40,
82 7,25 38,24 42,18 54,22 60,25 62,64 60,58 69,68 58,83 69,87 76,74 78,71 71,54 62,54 67,41 94,37 84,2 99,7 64,4 50,13 40,18 40,58 35,44 35,41 26,45 21,62 32,71 44,83 46,91 38,
82 7,25 38,24 42,18 54,22 60,25 62,64 60,58 69,68 58,83 69,87 76,74 78,71 71,54 62,54 67,41 94,37 84,2 99,7 64,4 50,13 40,18 40,58 35,44 35,41 26,45 21,62 32,71 44,83 46,91 38,
82 7,25 38,24 42,18 54,22 60,25 62,64 60,58 69,68 58,83 69,87 76,74 78,71 71,54 62,54 67,41 94,37 84,2 99,7 64,4 50,13 40,18 40,58 35,44 35,41 26,45 21,62 32,71 44,83 46,91 38,
82 7,25 38,24 42,18 54,22 60,25 62,64 60,58 69,68 58,83 69,87 76,74 78,71 71,54 62,54 67,41 94,37 84,2 99,7 64,4 50,13 40,18 40,58 35,44 35,41 26,45 21,62 32,71 44,83 46,91 38,
82 7,25 38,24 42,18 54,22 60,25 62,64 60,58 69,68 58,83 69,87 76,74 78,71 71,54 62,54 67,41 94,37 84,2 99,7 64,4 50,13 40,18 40,58 35,44 35,41 26,45 21,62 32,71 44,83 46,91 38,
82 7,25 38,24 42,18 54,22 60,25 62,64 60,58 69,68 58,83 69,87 76,74 78,71 71,54 62,54 67,41 94,37 84,2 99,7 64,4 50,13 40,18 40,58 35,44 35,41 26,45 21,62 32,71 44,83 46,91 38,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
54 62,25 62,22 60,13 40,18 40,24 42,25 38,58 35,44 35,45 21,41 26,18 54,4 50,7 64,2 99,41 94,37 84,54 67,68 58,64 60,58 69,71 71,74 78,87 76,83 69,71 44,83 46,91 38,82 7,62 32,
