37 84,74 78,25 38,41 26,18 54,24 42,45 21,82 7,91 38,54 62,22 60,68 58,18 40,7 64,4 50,64 60,54 67,83 46,87 76,25 62,41 94,2 99,13 40,58 69,71 44,58 35,44 35,62 32,83 69,71 71,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
74 78,71 71,87 76,83 69,68 58,64 60,54 62,41 26,45 21,82 7,91 38,83 46,71 44,62 32,58 35,44 35,25 38,18 40,22 60,25 62,7 64,18 54,4 50,13 40,24 42,54 67,58 69,2 99,37 84,41 94,
