Generation,Individual,x1,x2,Fitness
0,0,1.122549,2.424977,28.870929
0,1,-0.000748,1.798467,10.236179
0,2,-3.008509,-0.626286,26.471368
0,3,2.079413,-2.283700,22.860136
0,4,-2.300501,-2.090125,24.341943
0,5,-2.717698,-1.941778,23.833787
0,6,0.353047,-2.904070,26.352082
0,7,3.318309,2.246083,39.971368
0,8,3.166985,-3.604158,45.970962
0,9,-1.623871,1.086482,22.378801
0,10,-4.410405,-0.053857,38.478564
0,11,-0.935540,0.096651,3.481552
0,12,1.057052,0.046903,2.186316
0,13,-0.103865,-3.860883,20.555277
0,14,2.042400,0.905901,7.042326
0,15,-0.646229,-1.453384,38.171943
0,16,-2.660264,-0.956197,23.711943
0,17,3.136701,3.285317,36.300490
0,18,1.730327,3.858132,32.828822
0,19,-2.882563,-3.298256,34.774479
0,20,-2.029534,3.898337,21.459413
0,21,-0.854050,1.347489,22.212855
0,22,-5.120000,-1.329874,45.503896
0,23,-0.017652,-0.092990,1.729271
0,24,1.969749,1.504005,26.318874
0,25,1.212347,0.094542,10.847980
0,26,-0.193220,-2.702883,26.767891
0,27,1.078219,1.455712,24.080550
0,28,-0.997092,-3.464102,32.742573
0,29,1.237603,0.988527,11.756684
0,30,1.135883,-2.125420,12.183860
0,31,-0.791494,1.287798,22.059856
0,32,1.995382,2.055948,8.824223
0,33,5.075606,0.733984,38.412434
0,34,0.371560,-0.436911,36.470122
0,35,3.412794,4.066600,47.583275
0,36,3.179676,-2.458734,41.545236
0,37,0.923122,-0.898063,4.784762
0,38,2.522801,-2.157087,35.403188
0,39,2.493893,-1.852522,33.638663
0,40,3.439897,1.702420,46.971684
0,41,1.354674,-0.043223,18.316373
0,42,-1.194523,-0.167660,13.093551
0,43,0.901636,3.887624,20.167288
0,44,-4.280963,1.944959,34.634815
0,45,-3.786281,-1.781119,33.305587
0,46,-5.120000,0.995681,29.919776
0,47,-3.155810,-0.952472,15.730266
0,48,0.215524,1.039205,9.278950
0,49,-1.255602,5.120000,40.853156
1,0,1.119841,0.518532,24.158696
1,1,-2.116379,-0.026703,7.176656
1,2,-3.008509,-0.626286,26.471368
1,3,2.079413,-2.283700,22.860136
1,4,-2.300501,-2.090125,24.341943
1,5,-2.717698,-1.941778,23.833787
1,6,0.353047,-2.904070,26.352082
1,7,0.056355,5.120000,29.548268
1,8,3.166985,-3.604158,45.970962
1,9,-1.623871,1.086482,22.378801
1,10,1.943660,-1.057605,6.164282
1,11,-0.935540,0.096651,3.481552
1,12,1.057052,0.046903,2.186316
1,13,-0.103865,-3.860883,20.555277
1,14,2.042400,0.905901,7.042326
1,15,-1.954162,5.120000,33.155344
1,16,-2.660264,-0.956197,23.711943
1,17,3.136701,3.285317,36.300490
1,18,1.578200,2.965905,30.332879
1,19,-3.565637,0.050276,32.372671
1,20,-2.029534,3.898337,21.459413
1,21,-0.854050,1.347489,22.212855
1,22,3.017331,4.094935,27.658923
1,23,-0.017652,-0.092990,1.729271
1,24,1.969749,1.504005,26.318874
1,25,1.212347,0.094542,10.847980
1,26,1.360976,1.030316,19.516060
1,27,1.078219,1.455712,24.080550
1,28,-0.060480,0.348056,16.616812
1,29,1.237603,0.988527,11.756684
1,30,1.135883,-2.125420,12.183860
1,31,-0.791494,1.287798,22.059856
1,32,1.995382,2.055948,8.824223
1,33,-5.011388,1.963475,29.257012
1,34,0.371560,-0.436911,36.470122
1,35,-1.511325,2.664351,44.483041
1,36,5.120000,1.178267,35.956991
1,37,0.923122,-0.898063,4.784762
1,38,-0.660622,-2.157087,24.902753
1,39,2.493893,-1.852522,33.638663
1,40,-1.365905,1.031065,19.774362
1,41,1.354674,-0.043223,18.316373
1,42,-1.194523,-0.167660,13.093551
1,43,2.901260,-0.795528,18.091939
1,44,-4.280963,1.944959,34.634815
1,45,-3.786281,-1.781119,33.305587
1,46,-5.120000,0.995681,29.919776
1,47,-3.155810,-0.952472,15.730266
1,48,0.215524,1.039205,9.278950
1,49,-1.689746,1.271965,29.544926
2,0,1.119841,0.518532,24.158696
2,1,-2.116379,-0.026703,7.176656
2,2,-2.245933,-2.020918,18.959035
2,3,2.079413,-2.283700,22.860136
2,4,-2.300501,-2.090125,24.341943
2,5,-2.717698,-1.941778,23.833787
2,6,0.353047,-0.784987,24.591858
2,7,0.056355,5.120000,29.548268
2,8,1.822213,-1.549114,30.864646
2,9,-1.623871,1.086482,22.378801
2,10,1.943660,-1.057605,6.164282
2,11,-0.935540,0.096651,3.481552
2,12,1.057052,0.046903,2.186316
2,13,-0.103865,-1.925134,6.857994
2,14,2.042400,0.905901,7.042326
2,15,-1.954162,5.120000,33.155344
2,16,0.411427,-0.118078,21.302396
2,17,0.681279,-0.110562,16.978718
2,18,1.941954,-1.156832,10.241905
2,19,2.642726,-2.144174,31.652796
2,20,1.703070,0.139407,19.423131
2,21,-0.854050,1.116060,8.436297
2,22,0.889223,1.808248,12.807909
2,23,-0.017652,-0.092990,1.729271
2,24,1.969749,1.504005,26.318874
2,25,1.212347,0.094542,10.847980
2,26,1.360976,1.030316,19.516060
2,27,1.078219,1.455712,24.080550
2,28,-0.060480,0.348056,16.616812
2,29,1.237603,0.988527,11.756684
2,30,1.135883,-2.125420,12.183860
2,31,-0.791494,1.287798,22.059856
2,32,1.995382,2.055948,8.824223
2,33,-5.011388,1.963475,29.257012
2,34,-0.214126,0.599440,26.281008
2,35,-2.076917,-1.780995,16.695614
2,36,-1.969922,-2.317264,23.529994
2,37,0.923122,-0.898063,4.784762
2,38,-0.660622,-2.157087,24.902753
2,39,1.980202,0.634731,21.027155
2,40,-0.747120,-0.889728,13.836533
2,41,1.354674,-0.043223,18.316373
2,42,-1.194523,-0.167660,13.093551
2,43,2.901260,-0.795528,18.091939
2,44,-4.280963,1.944959,34.634815
2,45,1.181528,0.539427,27.210978
2,46,-5.120000,0.995681,29.919776
2,47,-3.155810,-0.952472,15.730266
2,48,0.215524,1.039205,9.278950
2,49,0.806928,-0.278092,18.983267
3,0,-0.943130,-0.613958,19.442329
3,1,-2.116379,-0.026703,7.176656
3,2,-2.245933,-2.020918,18.959035
3,3,1.718253,-0.795797,22.729252
3,4,-2.300501,-2.090125,24.341943
3,5,-2.717698,-1.941778,23.833787
3,6,0.353047,-0.784987,24.591858
3,7,0.056355,5.120000,29.548268
3,8,1.501095,-2.134679,30.181652
3,9,-1.623871,1.086482,22.378801
3,10,1.943660,-1.057605,6.164282
3,11,-0.935540,0.096651,3.481552
3,12,1.057052,0.046903,2.186316
3,13,-0.103865,-1.925134,6.857994
3,14,0.062040,0.905901,3.272196
3,15,-1.954162,5.120000,33.155344
3,16,0.411427,-0.118078,21.302396
3,17,0.681279,-0.110562,16.978718
3,18,1.941954,-1.156832,10.241905
3,19,-0.312132,0.737325,25.242041
3,20,1.703070,0.139407,19.423131
3,21,-0.854050,1.116060,8.436297
3,22,0.889223,1.808248,12.807909
3,23,-0.017652,-0.092990,1.729271
3,24,1.395258,-1.115761,23.633749
3,25,1.212347,0.094542,10.847980
3,26,3.013111,-0.976046,10.178467
3,27,1.078219,1.455712,24.080550
3,28,-2.116874,1.094459,9.966381
3,29,1.237603,0.988527,11.756684
3,30,1.135883,-2.125420,12.183860
3,31,0.028224,0.630445,17.380136
3,32,1.995382,2.055948,8.824223
3,33,-1.303336,0.133138,18.304811
3,34,-0.214126,0.599440,26.281008
3,35,-2.076917,-1.780995,16.695614
3,36,-1.969922,-2.317264,23.529994
3,37,0.923122,-0.898063,4.784762
3,38,-0.873900,0.248431,13.704810
3,39,-2.307560,1.035012,20.175362
3,40,-0.747120,-0.889728,13.836533
3,41,1.354674,-0.043223,18.316373
3,42,-1.194523,-0.167660,13.093551
3,43,2.901260,-0.795528,18.091939
3,44,-1.014588,-1.204302,9.689743
3,45,1.181528,0.539427,27.210978
3,46,-5.120000,0.995681,29.919776
3,47,-3.155810,-0.952472,15.730266
3,48,0.215524,1.039205,9.278950
3,49,0.806928,-0.278092,18.983267
4,0,-0.943130,-0.613958,19.442329
4,1,-2.116379,-0.026703,7.176656
4,2,0.922850,1.101777,5.193600
4,3,1.084661,-0.478802,22.698943
4,4,-2.300501,-2.090125,24.341943
4,5,-2.717698,-1.941778,23.833787
4,6,2.949268,-1.262718,21.594612
4,7,0.056355,5.120000,29.548268
4,8,1.501095,-2.134679,30.181652
4,9,-1.623871,1.086482,22.378801
4,10,1.943660,-1.057605,6.164282
4,11,-0.935540,0.096651,3.481552
4,12,1.057052,0.046903,2.186316
4,13,-0.103865,-1.925134,6.857994
4,14,0.062040,0.905901,3.272196
4,15,-1.954162,-0.548714,24.066933
4,16,0.411427,-0.118078,21.302396
4,17,0.681279,-0.110562,16.978718
4,18,1.941954,-1.156832,10.241905
4,19,1.058042,0.132110,5.046315
4,20,1.703070,0.139407,19.423131
4,21,-0.854050,1.116060,8.436297
4,22,0.889223,-1.019561,4.231736
4,23,-0.017652,-0.092990,1.729271
4,24,-0.299417,-1.115761,16.920460
4,25,-0.932546,0.090447,3.334381
4,26,3.013111,-0.976046,10.178467
4,27,1.078219,1.455712,24.080550
4,28,-2.116874,1.094459,9.966381
4,29,1.237603,0.988527,11.756684
4,30,1.135883,-2.125420,12.183860
4,31,0.028224,0.630445,17.380136
4,32,1.995382,2.055948,8.824223
4,33,-1.303336,0.133138,18.304811
4,34,1.108631,0.056895,4.104799
4,35,0.040295,0.032557,0.529982
4,36,1.353604,0.148193,21.944423
4,37,0.923122,-0.898063,4.784762
4,38,-0.873900,0.248431,13.704810
4,39,-2.307560,1.035012,20.175362
4,40,-0.747120,-0.889728,13.836533
4,41,1.354674,-0.043223,18.316373
4,42,-1.194523,-0.167660,13.093551
4,43,2.901260,-0.795528,18.091939
4,44,-1.014588,-1.204302,9.689743
4,45,1.181528,0.539427,27.210978
4,46,0.316348,0.995681,15.144222
4,47,0.978576,-0.105441,3.174645
4,48,0.215524,1.039205,9.278950
4,49,0.806928,-0.278092,18.983267
5,0,-0.921539,0.193150,8.580777
5,1,-2.116379,-0.026703,7.176656
5,2,0.922850,1.101777,5.193600
5,3,0.394921,-0.936050,19.727123
5,4,1.810604,0.119490,12.264515
5,5,0.002590,-1.941778,4.433531
5,6,-1.121084,-0.005872,4.020796
5,7,-0.176857,1.356643,23.646441
5,8,0.941121,0.051230,2.078479
5,9,-1.965710,0.211069,11.717949
5,10,1.943660,-1.057605,6.164282
5,11,-0.935540,0.096651,3.481552
5,12,1.057052,0.046903,2.186316
5,13,-0.103865,-1.925134,6.857994
5,14,0.062040,0.905901,3.272196
5,15,-1.954162,-0.548714,24.066933
