Generation,Individual,x1,x2,Fitness
0,0,1.557620,0.722875,33.996556
0,1,-3.743819,2.209976,36.800060
0,2,-5.120000,-3.652968,57.994840
0,3,2.104767,2.844982,18.993550
0,4,-2.114223,-1.450638,28.563850
0,5,0.164767,-2.715423,24.453134
0,6,-1.274713,3.910946,29.991971
0,7,-1.761512,-2.456017,38.032850
0,8,-0.176963,-3.226908,24.568773
0,9,-2.274508,2.841694,29.334594
0,10,-2.373448,0.181029,28.468569
0,11,0.283028,4.792900,42.449375
0,12,-3.750501,1.135484,28.733812
0,13,0.550756,-4.158511,41.655320
0,14,-1.886968,-2.784512,21.580331
0,15,-2.128325,0.884614,10.905444
0,16,-0.686375,0.320380,28.745157
0,17,-0.470623,-4.912995,45.646521
0,18,-2.787307,3.990637,31.388883
0,19,-0.598114,0.403587,36.900437
0,20,1.926249,-3.432202,35.651326
0,21,-3.040904,0.756790,19.721799
0,22,-4.659375,1.786594,48.014038
0,23,-0.543349,-3.064264,30.120501
0,24,1.880315,0.452398,25.993083
0,25,-2.592090,2.225097,38.483891
0,26,-1.778430,-2.038987,15.841985
0,27,-0.369314,-2.926207,26.568850
0,28,5.120000,-0.150411,33.090416
0,29,1.829577,0.239837,17.972565
0,30,0.229405,-2.567669,34.464820
0,31,-3.035033,-2.594299,34.478594
0,32,2.726479,-1.651026,37.457681
0,33,1.002021,-1.768411,12.977904
0,34,3.878732,5.120000,46.734366
0,35,-3.227470,5.120000,47.930364
0,36,1.551593,-3.886104,39.441596
0,37,3.308745,-1.201668,33.009257
0,38,-1.344568,-1.432162,38.562558
0,39,-0.989408,0.238664,10.346364
0,40,1.697776,-5.120000,45.029910
0,41,-0.528138,1.161987,26.220827
0,42,-1.115796,5.049451,29.752850
0,43,-0.703577,-4.183833,36.836466
0,44,-2.185850,-1.650115,29.450372
0,45,0.227730,-0.547905,28.507799
0,46,-3.066174,4.686652,46.094147
0,47,0.562774,-2.223874,32.860365
0,48,0.661800,2.928072,25.277982
0,49,0.976126,0.509587,21.306661
1,0,1.000721,-1.166214,7.336975
1,1,-3.743819,2.209976,36.800060
1,2,-3.006276,-5.120000,37.970181
1,3,2.104767,2.844982,18.993550
1,4,-2.114223,-1.450638,28.563850
1,5,0.164767,-2.715423,24.453134
1,6,-1.913569,2.617474,29.349040
1,7,-1.761512,-2.456017,38.032850
1,8,-0.176963,-3.226908,24.568773
1,9,1.972885,2.841694,16.664460
1,10,-2.373448,0.181029,28.468569
1,11,-1.862047,0.295715,19.914889
1,12,-3.750501,1.135484,28.733812
1,13,0.550756,-4.158511,41.655320
1,14,-1.886968,-2.784512,21.580331
1,15,-2.128325,0.884614,10.905444
1,16,1.174962,-2.354641,28.494072
1,17,-2.020424,-2.366210,26.433253
1,18,-2.787307,3.990637,31.388883
1,19,-2.093311,2.488500,32.218497
1,20,1.926249,-3.432202,35.651326
1,21,-3.040904,0.756790,19.721799
1,22,-0.204481,5.120000,36.145287
1,23,-0.543349,-3.064264,30.120501
1,24,-0.772373,1.976653,13.209988
1,25,-2.989386,-2.491437,35.151447
1,26,-1.778430,-2.038987,15.841985
1,27,0.092342,3.251047,22.280117
1,28,5.120000,-0.150411,33.090416
1,29,1.829577,0.239837,17.972565
1,30,0.229405,-2.567669,34.464820
1,31,1.679033,1.757301,29.761332
1,32,-4.136553,-0.211856,28.242590
1,33,1.002021,-1.768411,12.977904
1,34,2.900907,4.260049,39.070710
1,35,0.836139,-3.592979,36.798241
1,36,1.551593,-3.886104,39.441596
1,37,-2.886556,-3.005926,19.809327
1,38,-1.344568,-1.432162,38.562558
1,39,-0.989408,0.238664,10.346364
1,40,1.697776,-0.917562,18.258880
1,41,-0.528138,1.161987,26.220827
1,42,1.224025,3.203371,27.246988
1,43,-0.554722,-1.904912,25.083433
1,44,2.783722,1.104693,18.953108
1,45,0.227730,-0.547905,28.507799
1,46,2.102498,2.025860,10.659400
1,47,0.562774,-2.223874,32.860365
1,48,0.661800,2.928072,25.277982
1,49,0.976126,0.509587,21.306661
2,0,1.000721,-1.166214,7.336975
2,1,-3.743819,2.209976,36.800060
2,2,0.539303,-0.869083,23.939438
2,3,2.104767,2.844982,18.993550
2,4,-2.114223,-1.450638,28.563850
2,5,0.164767,-2.715423,24.453134
2,6,0.790959,2.883513,18.956027
2,7,-2.509020,2.026007,30.517048
2,8,-0.176963,-3.226908,24.568773
2,9,1.972885,2.841694,16.664460
2,10,-2.373448,0.181029,28.468569
2,11,-1.862047,0.295715,19.914889
2,12,0.153167,-1.113870,8.000545
2,13,2.980460,0.382953,26.520483
2,14,-1.886968,-2.784512,21.580331
2,15,-2.128325,0.884614,10.905444
2,16,-0.653516,-2.139717,24.315247
2,17,-2.020424,-2.366210,26.433253
2,18,1.067697,0.933723,3.757496
2,19,0.159080,-2.135747,12.601902
2,20,-3.109539,-2.249756,26.991754
2,21,-3.040904,0.756790,19.721799
2,22,-0.735711,-3.067427,21.731053
2,23,-0.543349,-3.064264,30.120501
2,24,-0.772373,1.976653,13.209988
2,25,0.759105,-1.911665,15.160045
2,26,-1.778430,-2.038987,15.841985
2,27,0.092342,3.251047,22.280117
2,28,5.120000,-0.150411,33.090416
2,29,1.829577,0.239837,17.972565
2,30,0.913733,-1.049922,3.858539
2,31,1.679033,1.757301,29.761332
2,32,-2.040450,-0.320030,18.846618
2,33,1.002021,-1.768411,12.977904
2,34,-2.532287,0.171404,31.496751
2,35,-4.099980,-1.817746,27.893916
2,36,1.210411,-0.663432,24.618340
2,37,-2.886556,-3.005926,19.809327
2,38,-1.344568,-1.432162,38.562558
2,39,-0.989408,0.238664,10.346364
2,40,1.697776,-0.917562,18.258880
2,41,-0.816720,-4.115172,26.037327
2,42,-1.475489,-1.972783,26.096444
2,43,1.203082,0.305497,22.052045
2,44,2.783722,1.104693,18.953108
2,45,-1.737798,-2.111543,20.601497
2,46,2.102498,2.025860,10.659400
2,47,-3.919401,-0.712570,29.454786
2,48,-0.859879,0.232397,13.321251
2,49,0.976126,0.509587,21.306661
3,0,1.000721,-1.166214,7.336975
3,1,-3.743819,2.209976,36.800060
3,2,0.539303,-0.869083,23.939438
3,3,2.104767,2.844982,18.993550
3,4,-2.114223,-1.450638,28.563850
3,5,1.150588,-1.136461,10.223483
3,6,0.790959,2.883513,18.956027
3,7,2.749613,-1.157313,23.424047
3,8,-3.962253,-2.098966,22.256874
3,9,1.972885,2.841694,16.664460
3,10,-0.318154,1.029688,15.487498
3,11,-1.862047,0.295715,19.914889
3,12,0.153167,-1.113870,8.000545
3,13,2.980460,0.382953,26.520483
3,14,-1.886968,-2.784512,21.580331
3,15,-2.128325,0.884614,10.905444
3,16,-0.653516,-2.139717,24.315247
3,17,1.203063,0.844407,13.663819
3,18,1.067697,0.933723,3.757496
3,19,0.159080,-2.135747,12.601902
3,20,-3.109539,-2.249756,26.991754
3,21,-3.040904,0.756790,19.721799
3,22,-0.735711,-3.067427,21.731053
3,23,-0.543349,-3.064264,30.120501
