Generation,Individual,x1,x2,Fitness
0,0,3.760762,-0.017568,23.528796
0,1,3.760762,-0.017568,23.528796
1,0,-2.674743,-0.017568,21.769685
1,1,-2.674743,-0.017568,21.769685
2,0,-2.674743,-0.017568,21.769685
2,1,-2.674743,-0.017568,21.769685
3,0,-2.674743,-0.017568,21.769685
3,1,-2.674743,-0.017568,21.769685
4,0,-2.841777,-0.017568,12.684648
4,1,-2.841777,-0.017568,12.684648
5,0,-2.841777,-0.017568,12.684648
5,1,-2.841777,-0.017568,12.684648
6,0,-2.841777,-0.017568,12.684648
6,1,-2.841777,-0.017568,12.684648
7,0,0.003517,-0.017568,0.063625
7,1,0.003517,-0.017568,0.063625
8,0,0.003517,-0.017568,0.063625
8,1,0.003517,-0.017568,0.063625
9,0,0.003517,-0.017568,0.063625
9,1,0.003517,-0.017568,0.063625
10,0,0.003517,-0.017568,0.063625
10,1,0.003517,-0.017568,0.063625
11,0,0.003517,-0.017568,0.063625
11,1,0.003517,-0.017568,0.063625
12,0,0.003517,-0.017568,0.063625
12,1,0.003517,-0.017568,0.063625
13,0,0.003517,-0.017568,0.063625
13,1,0.003517,-0.017568,0.063625
14,0,0.003517,-0.017568,0.063625
14,1,0.003517,-0.017568,0.063625
15,0,0.003517,-0.017568,0.063625
15,1,0.003517,-0.017568,0.063625
16,0,0.003517,-0.017568,0.063625
16,1,0.003517,-0.017568,0.063625
17,0,0.003517,-0.017568,0.063625
17,1,0.003517,-0.017568,0.063625
18,0,0.003517,-0.017568,0.063625
18,1,0.003517,-0.017568,0.063625
19,0,0.003517,-0.017568,0.063625
19,1,0.003517,-0.017568,0.063625
20,0,0.003517,-0.017568,0.063625
20,1,0.003517,-0.017568,0.063625
21,0,0.003517,-0.017568,0.063625
21,1,0.003517,-0.017568,0.063625
22,0,0.003517,-0.017568,0.063625
22,1,0.003517,-0.017568,0.063625
23,0,0.003517,-0.017568,0.063625
23,1,0.003517,-0.017568,0.063625
24,0,0.003517,-0.017568,0.063625
24,1,0.003517,-0.017568,0.063625
