Generation,Individual,x1,x2,Fitness
0,0,1.101232,-2.747818,20.855874
0,1,1.101232,-2.747818,20.855874
1,0,1.101232,-2.747818,20.855874
1,1,1.101232,-2.747818,20.855874
2,0,1.101232,-2.747818,20.855874
2,1,1.101232,-2.747818,20.855874
3,0,1.101232,-2.747818,20.855874
3,1,1.101232,-2.747818,20.855874
4,0,1.101232,-2.747818,20.855874
4,1,1.101232,-2.747818,20.855874
5,0,1.101232,-2.747818,20.855874
5,1,1.101232,-2.747818,20.855874
6,0,1.101232,-2.747818,20.855874
6,1,1.101232,-2.747818,20.855874
7,0,1.101232,-2.747818,20.855874
7,1,1.101232,-2.747818,20.855874
8,0,1.101232,-2.747818,20.855874
8,1,1.101232,-2.747818,20.855874
9,0,1.101232,-1.688828,19.770012
9,1,1.101232,-1.688828,19.770012
10,0,1.101232,-1.982618,7.158624
10,1,1.101232,-1.982618,7.158624
11,0,1.101232,-1.982618,7.158624
11,1,1.101232,-1.982618,7.158624
12,0,1.101232,-1.982618,7.158624
12,1,1.101232,-1.982618,7.158624
13,0,1.101232,-1.982618,7.158624
13,1,1.101232,-1.982618,7.158624
14,0,1.101232,-1.982618,7.158624
14,1,1.101232,-1.982618,7.158624
15,0,1.050741,-1.982618,5.598346
15,1,1.050741,-1.982618,5.598346
16,0,1.050741,-1.982618,5.598346
16,1,1.050741,-1.982618,5.598346
17,0,1.050741,-1.982618,5.598346
17,1,1.050741,-1.982618,5.598346
18,0,1.050741,-1.982618,5.598346
18,1,1.050741,-1.982618,5.598346
19,0,1.050741,-1.982618,5.598346
19,1,1.050741,-1.982618,5.598346
20,0,1.050741,-1.982618,5.598346
20,1,1.050741,-1.982618,5.598346
21,0,1.050741,-1.982618,5.598346
21,1,1.050741,-1.982618,5.598346
22,0,1.050741,-1.982618,5.598346
22,1,1.050741,-1.982618,5.598346
23,0,1.050741,-1.982618,5.598346
23,1,1.050741,-1.982618,5.598346
24,0,1.050741,-1.982618,5.598346
24,1,1.050741,-1.982618,5.598346
25,0,1.050741,-1.982618,5.598346
25,1,1.050741,-1.982618,5.598346
26,0,1.050741,-1.982618,5.598346
26,1,1.050741,-1.982618,5.598346
27,0,1.050741,-1.982618,5.598346
27,1,1.050741,-1.982618,5.598346
28,0,1.050741,-1.982618,5.598346
28,1,1.050741,-1.982618,5.598346
29,0,1.050741,-1.982618,5.598346
29,1,1.050741,-1.982618,5.598346
30,0,1.050741,-1.982618,5.598346
30,1,1.050741,-1.982618,5.598346
31,0,1.050741,-1.982618,5.598346
31,1,1.050741,-1.982618,5.598346
32,0,1.050741,-1.982618,5.598346
32,1,1.050741,-1.982618,5.598346
33,0,1.050741,-1.982618,5.598346
33,1,1.050741,-1.982618,5.598346
34,0,1.050741,-1.982618,5.598346
34,1,1.050741,-1.982618,5.598346
35,0,1.050741,-1.982618,5.598346
35,1,1.050741,-1.982618,5.598346
36,0,1.050741,-1.982618,5.598346
36,1,1.050741,-1.982618,5.598346
37,0,1.050741,-1.982618,5.598346
37,1,1.050741,-1.982618,5.598346
38,0,1.050741,-1.982618,5.598346
38,1,1.050741,-1.982618,5.598346
39,0,1.050741,-1.982618,5.598346
39,1,1.050741,-1.982618,5.598346
40,0,1.050741,-1.982618,5.598346
40,1,1.050741,-1.982618,5.598346
41,0,1.050741,-1.982618,5.598346
41,1,1.050741,-1.982618,5.598346
42,0,1.050741,-1.982618,5.598346
42,1,1.050741,-1.982618,5.598346
43,0,1.050741,-1.982618,5.598346
43,1,1.050741,-1.982618,5.598346
44,0,1.050741,-1.982618,5.598346
44,1,1.050741,-1.982618,5.598346
45,0,1.050741,-1.982618,5.598346
45,1,1.050741,-1.982618,5.598346
46,0,1.050741,-1.982618,5.598346
46,1,1.050741,-1.982618,5.598346
47,0,1.050741,-1.982618,5.598346
47,1,1.050741,-1.982618,5.598346
48,0,1.050741,-1.982618,5.598346
48,1,1.050741,-1.982618,5.598346
49,0,1.050741,-1.982618,5.598346
49,1,1.050741,-1.982618,5.598346
50,0,1.050741,-1.982618,5.598346
50,1,1.050741,-1.982618,5.598346
51,0,1.050741,1.019537,2.722698
51,1,1.050741,1.019537,2.722698
52,0,1.050741,1.019537,2.722698
52,1,1.050741,1.019537,2.722698
53,0,1.050741,1.019537,2.722698
